datetime,MW,80GAW,26WIS,26WOS,dTemp,k,Q
2020-02-13 15:00:00,70.1,4854.22,29.05,26.3,2.75,249.86,926.2
2020-02-13 16:00:00,70.04,4868.03,29.24,26.36,2.88,249.86,974.52
2020-02-13 17:00:00,41.11,3103.07,26.77,29.08,2.32,249.86,498.87
2020-02-13 18:00:00,48.83,2978.46,26.83,29.31,2.48,249.86,512.39
2020-02-13 19:00:00,93.21,4890.02,29.93,27.21,2.72,249.86,923.95
2020-02-13 20:00:00,92.44,4892.82,30.28,26.93,3.35,249.86,1137.85
2020-02-13 21:00:00,92.15,5078.28,26.75,30.51,3.76,249.86,1324.8
2020-02-13 22:00:00,92.04,5091.03,26.45,30.76,4.31,249.86,1523.17
2020-02-13 23:00:00,91.96,4931.4,30.13,27.22,2.91,249.86,997
2020-02-14 00:00:00,91.98,4956.07,30.42,26.97,3.45,249.86,1186.59
2020-02-14 01:00:00,17.92,1574.74,27.49,28.93,1.43,249.86,156.7
2020-02-14 02:00:00,-0.01,1.68,28.03,28.63,0.6,249.86,0.07
2020-02-14 03:00:00,-0.01,1.64,28.34,28.75,0.41,249.86,0.05
2020-02-14 04:00:00,-0.01,1.6,28.6,28.87,0.27,249.86,0.03
2020-02-14 05:00:00,-0.01,1.64,28.83,28.98,0.15,249.86,0.02
2020-02-14 06:00:00,-0.01,1.61,29.03,29.09,0.05,249.86,0.01
2020-02-14 07:00:00,-0.01,24.68,29.21,29.19,0.02,249.86,0.04
2020-02-14 08:00:00,-0.01,117.13,28.31,27.5,0.81,249.86,6.56
2020-02-14 09:00:00,49.57,4232.36,26.76,29.31,2.55,249.86,748.01
2020-02-14 10:00:00,63.44,5142.48,26.33,30,3.67,249.86,1309.37
2020-02-14 11:00:00,62.74,4978.2,29.32,27.02,2.3,249.86,794.19
2020-02-14 12:00:00,0,0,0,0,0,249.86,0
2020-02-14 13:00:00,0,0,0,0,0,249.86,0
2020-02-14 14:00:00,70.02,5138.46,26.53,30.07,3.54,249.86,1264.22
2020-02-14 15:00:00,70.04,5011.99,29.47,27.22,2.25,249.86,782.55
2020-02-14 16:00:00,70.05,5024.48,29.74,27.04,2.7,249.86,941.14
2020-02-14 17:00:00,68.07,5111.46,26.82,30.01,3.19,249.86,1130.24
2020-02-14 18:00:00,62.07,5143.8,26.45,29.98,3.53,249.86,1259.86
2020-02-14 19:00:00,73.28,5011.94,29.39,27.2,2.19,249.86,762.4
2020-02-14 20:00:00,70.11,5042.83,29.71,27.01,2.71,249.86,947.94
2020-02-14 21:00:00,69.8,5101.07,26.74,29.93,3.19,249.86,1128.61
2020-02-14 22:00:00,64.41,5129.3,26.44,30.04,3.6,249.86,1281.3
2020-02-14 23:00:00,74.01,4974.72,29.4,27.14,2.26,249.86,781.31
2020-02-15 00:00:00,61.42,5019.88,29.59,26.87,2.72,249.86,948.72
2020-02-15 01:00:00,0,272.08,27.77,27.69,0.09,249.86,1.61
2020-02-15 02:00:00,-0.01,1.73,28.11,28.12,0.01,249.86,0
2020-02-15 03:00:00,-0.01,1.69,28.32,28.4,0.08,249.86,0.01
2020-02-15 04:00:00,-0.01,1.64,28.53,28.61,0.08,249.86,0.01
2020-02-15 05:00:00,-0.01,1.65,28.73,28.78,0.05,249.86,0.01
2020-02-15 06:00:00,-0.01,1.67,28.9,28.92,0.02,249.86,0
2020-02-15 07:00:00,-0.01,1.63,29.06,29.03,0.02,249.86,0
2020-02-15 08:00:00,-0.01,126.67,28.32,27.71,0.62,249.86,5.42
2020-02-15 09:00:00,38.02,3184.33,27.23,28.7,1.47,249.86,325.92
2020-02-15 10:00:00,66.28,5104.26,26.53,29.88,3.35,249.86,1186.87
2020-02-15 11:00:00,72.35,4958.75,29.38,27.23,2.15,249.86,739.89
2020-02-15 12:00:00,63.15,4399.63,29.51,27.05,2.46,249.86,750.69
2020-02-15 13:00:00,8.14,738.36,28.11,27.88,0.23,249.86,11.83
2020-02-15 14:00:00,79.11,5102.21,26.66,30.17,3.51,249.86,1243.71
2020-02-15 15:00:00,72.69,5023.36,29.67,27.34,2.33,249.86,810.61
2020-02-15 16:00:00,71.09,5038.65,29.77,27,2.77,249.86,969.8
2020-02-15 17:00:00,65.26,5126.03,26.81,30.01,3.2,249.86,1139.45
2020-02-15 18:00:00,66.45,5135.01,26.49,30.08,3.59,249.86,1277.8
2020-02-15 19:00:00,73.93,4996.39,29.45,27.19,2.26,249.86,782.75
2020-02-15 20:00:00,74.54,5013.77,29.67,26.93,2.74,249.86,953.36
2020-02-15 21:00:00,75.1,5100.81,26.7,29.98,3.27,249.86,1159.35
2020-02-15 22:00:00,75.09,5110.22,26.45,30.18,3.73,249.86,1323.53
2020-02-15 23:00:00,74.25,4941.97,29.44,27.07,2.37,249.86,812.87
2020-02-16 00:00:00,72.76,4975.53,29.7,26.88,2.82,249.86,974.77
2020-02-16 01:00:00,34.98,2918.03,27.05,28.76,1.71,249.86,346.31
2020-02-16 02:00:00,82.64,5070.73,26.45,30.14,3.68,249.86,1295.76
2020-02-16 03:00:00,53.93,3742.25,28.59,26.67,1.93,249.86,500.41
2020-02-16 04:00:00,-0.01,3.25,27.83,27.02,0.82,249.86,0.18
2020-02-16 05:00:00,-0.01,1.67,28.03,27.53,0.5,249.86,0.06
2020-02-16 06:00:00,59.83,3684.3,26.92,29.17,2.25,249.86,575.28
2020-02-16 07:00:00,64.25,4114.05,29.06,26.95,2.11,249.86,601.43
2020-02-16 08:00:00,-0.01,3.05,27.98,27.19,0.79,249.86,0.17
2020-02-16 09:00:00,-0.01,1.69,28.13,27.65,0.49,249.86,0.06
2020-02-16 10:00:00,-0.01,1.66,28.3,28.1,0.2,249.86,0.02
2020-02-16 11:00:00,-0.01,1.67,28.5,28.39,0.11,249.86,0.01
2020-02-16 12:00:00,-0.01,1.64,28.69,28.62,0.07,249.86,0.01
2020-02-16 13:00:00,28.26,2137.91,27.97,29.16,1.19,249.86,176.31
2020-02-16 14:00:00,80.35,5140.68,26.66,30.24,3.58,249.86,1276.86
2020-02-16 15:00:00,81.02,5022.24,29.87,27.46,2.41,249.86,840.77
2020-02-16 16:00:00,82.02,5047.29,30.19,27.26,2.94,249.86,1029.26
2020-02-16 17:00:00,67.26,5174.09,26.93,30.25,3.32,249.86,1191.58
2020-02-16 18:00:00,65.63,5200.86,26.57,30.25,3.69,249.86,1330.92
2020-02-16 19:00:00,70.17,5048.28,29.47,27.19,2.28,249.86,797.3
2020-02-16 20:00:00,70.75,5070.97,29.71,26.97,2.74,249.86,964.42
2020-02-16 21:00:00,73.1,5169.98,26.77,29.98,3.21,249.86,1152
2020-02-16 22:00:00,69.36,5193.52,26.46,30.13,3.67,249.86,1322.45
2020-02-16 23:00:00,70.5,5031.34,29.42,27.14,2.28,249.86,796.02
2020-02-17 00:00:00,82.33,5019.41,29.68,26.93,2.75,249.86,958.61
2020-02-17 01:00:00,5.68,772.55,27.63,28.24,0.61,249.86,32.51
2020-02-17 02:00:00,-0.01,1.72,28.09,28.42,0.33,249.86,0.04
2020-02-17 03:00:00,-0.01,1.73,28.37,28.64,0.26,249.86,0.03
2020-02-17 04:00:00,-0.01,1.7,28.62,28.81,0.19,249.86,0.02
2020-02-17 05:00:00,-0.01,1.7,28.84,28.95,0.11,249.86,0.01
2020-02-17 06:00:00,-0.01,1.67,29.03,29.08,0.05,249.86,0.01
2020-02-17 07:00:00,-0.01,161.45,28.75,28.54,0.22,249.86,2.41
2020-02-17 08:00:00,-0.01,2.94,28.13,27.32,0.81,249.86,0.17
2020-02-17 09:00:00,-0.01,1.62,28.19,27.76,0.42,249.86,0.05
2020-02-17 10:00:00,-0.01,1.64,28.34,28.2,0.14,249.86,0.02
2020-02-17 11:00:00,14.36,1319.98,28.58,28.03,0.55,249.86,49.97
2020-02-17 12:00:00,60.91,4991.91,29.19,26.76,2.43,249.86,841.83
2020-02-17 13:00:00,-0.01,119.36,27.84,27.56,0.27,249.86,2.26
2020-02-17 14:00:00,72.64,4645.24,26.76,29.6,2.84,249.86,915.87
2020-02-17 15:00:00,82,5071.03,29.67,27.29,2.39,249.86,839.42
2020-02-17 16:00:00,82.4,5074.12,29.86,26.93,2.93,249.86,1031.34
2020-02-17 17:00:00,79.05,5179.5,26.75,30.16,3.41,249.86,1224.25
2020-02-17 18:00:00,79.22,5195.61,26.46,30.29,3.83,249.86,1380.01
2020-02-17 19:00:00,83.21,5016.84,29.65,27.14,2.51,249.86,874.83
2020-02-17 20:00:00,80.25,5054.76,29.94,26.95,3,249.86,1051.09
2020-02-17 21:00:00,82.18,5160.06,26.83,30.23,3.41,249.86,1219.53
2020-02-17 22:00:00,83.23,5174.95,26.55,30.45,3.9,249.86,1401.42
2020-02-17 23:00:00,86.41,5026.13,29.82,27.26,2.56,249.86,892.77
2020-02-18 00:00:00,61.58,3957.08,29.56,27.02,2.54,249.86,697.66
2020-02-18 01:00:00,-0.01,1.77,28.42,27.78,0.64,249.86,0.08
2020-02-18 02:00:00,-0.01,1.73,28.53,28.26,0.28,249.86,0.03
2020-02-18 03:00:00,-0.01,1.73,28.67,28.55,0.12,249.86,0.01
2020-02-18 04:00:00,-0.01,1.71,28.84,28.76,0.07,249.86,0.01
2020-02-18 05:00:00,-0.01,1.74,29,28.94,0.06,249.86,0.01
2020-02-18 06:00:00,-0.01,1.71,29.15,29.08,0.07,249.86,0.01
2020-02-18 07:00:00,36.69,2910.04,29.09,27.58,1.5,249.86,303.64
2020-02-18 08:00:00,6.05,890.1,27.72,26.76,0.96,249.86,59.28
2020-02-18 09:00:00,-0.01,1.63,27.83,27.41,0.43,249.86,0.05
2020-02-18 10:00:00,-0.01,1.61,28.07,27.95,0.12,249.86,0.01
2020-02-18 11:00:00,18.58,1394.13,28.4,27.82,0.58,249.86,56.14
2020-02-18 12:00:00,76.34,4590.71,29.3,26.69,2.6,249.86,829.94
2020-02-18 13:00:00,-0.01,7.88,28.14,27.55,0.59,249.86,0.32
2020-02-18 14:00:00,79.4,4966.85,26.36,29.77,3.41,249.86,1175.08
2020-02-18 15:00:00,87.17,5049.81,29.71,27.05,2.66,249.86,933.97
2020-02-18 16:00:00,89.1,5059.84,30.04,26.85,3.19,249.86,1121.53
2020-02-18 17:00:00,85.56,5175.89,26.64,30.29,3.65,249.86,1310.75
2020-02-18 18:00:00,76.06,5225.04,26.17,30.16,3.99,249.86,1447.6
2020-02-18 19:00:00,87.64,5051.64,29.45,26.84,2.6,249.86,912.5
2020-02-18 20:00:00,87.88,5088.68,29.77,26.57,3.2,249.86,1130.33
2020-02-18 21:00:00,88.56,5164.96,26.41,30.08,3.67,249.86,1313.94
2020-02-18 22:00:00,87.51,5186.01,26.11,30.26,4.15,249.86,1494.56
2020-02-18 23:00:00,89.58,5017.2,29.44,26.71,2.73,249.86,952.26
2020-02-19 00:00:00,77.42,4999.12,29.62,26.47,3.16,249.86,1095.24
2020-02-19 01:00:00,0,4.08,27.88,27.03,0.85,249.86,0.24
2020-02-19 02:00:00,-0.01,1.72,28.21,27.76,0.45,249.86,0.05
2020-02-19 03:00:00,34.89,3154.7,28.79,27.1,1.69,249.86,370.23
2020-02-19 04:00:00,61.88,5047.93,29.02,26.31,2.71,249.86,950.08
2020-02-19 05:00:00,88.29,5146.11,26.2,29.44,3.25,249.86,1159.09
2020-02-19 06:00:00,91.87,5154.02,26.03,29.95,3.92,249.86,1402.89
2020-02-19 07:00:00,78.06,4787.69,29.28,26.74,2.54,249.86,845.28
2020-02-19 08:00:00,-0.01,6.93,27.85,26.95,0.9,249.86,0.43
2020-02-19 09:00:00,-0.01,1.71,28.14,27.57,0.57,249.86,0.07
2020-02-19 10:00:00,-0.01,1.7,28.37,28.13,0.24,249.86,0.03
2020-02-19 11:00:00,-0.01,1.75,28.61,28.49,0.13,249.86,0.02
2020-02-19 12:00:00,-0.01,1.71,28.83,28.76,0.08,249.86,0.01
2020-02-19 13:00:00,0.04,145.88,29.02,28.99,0.02,249.86,0.23
2020-02-19 14:00:00,85.92,5162.5,26.59,30.09,3.5,249.86,1254.7
2020-02-19 15:00:00,88.61,5039.16,29.93,27.3,2.64,249.86,922.8
2020-02-19 16:00:00,88.03,5053.97,30.22,26.98,3.24,249.86,1134.94
2020-02-19 17:00:00,87.6,5171.26,26.77,30.34,3.58,249.86,1283.69
2020-02-19 18:00:00,3.7,718.67,26.97,28.63,1.67,249.86,83.06
2020-02-19 19:00:00,82.95,4981.25,29.69,26.93,2.76,249.86,953.73
2020-02-19 20:00:00,90.13,4990.34,30.2,26.97,3.23,249.86,1117.94
2020-02-19 21:00:00,90.03,5178.18,26.75,30.39,3.64,249.86,1308.48
2020-02-19 22:00:00,89.41,5186.59,26.41,30.56,4.15,249.86,1494.63
2020-02-19 23:00:00,90.09,5043.38,29.83,27.07,2.76,249.86,965.33
2020-02-20 00:00:00,68.78,5117.5,29.91,26.73,3.18,249.86,1128.49
2020-02-20 01:00:00,0,202.31,27.9,27.63,0.27,249.86,3.81
2020-02-20 02:00:00,-0.01,1.71,28.27,28.17,0.1,249.86,0.01
2020-02-20 03:00:00,-0.01,1.69,28.51,28.52,0.01,249.86,0
2020-02-20 04:00:00,-0.01,1.69,28.75,28.78,0.02,249.86,0
2020-02-20 05:00:00,-0.01,1.68,28.98,28.98,0,249.86,0
2020-02-20 06:00:00,-0.01,1.65,29.19,29.15,0.03,249.86,0
2020-02-20 07:00:00,-0.01,142.65,29.1,28.91,0.19,249.86,1.92
2020-02-20 08:00:00,0.93,258.29,28.27,27.39,0.88,249.86,15.79
2020-02-20 09:00:00,87.05,5175.31,26.37,29.67,3.3,249.86,1185
2020-02-20 10:00:00,57.4,3858.94,26.16,29.35,3.18,249.86,852.46
2020-02-20 11:00:00,27.55,1815.99,27.69,27.8,0.11,249.86,13.95
2020-02-20 12:00:00,77.02,4824.23,29.95,27,2.95,249.86,989.36
2020-02-20 13:00:00,-0.01,4.05,28.2,27.61,0.59,249.86,0.17
2020-02-20 14:00:00,-0.01,1.63,28.43,28.18,0.25,249.86,0.03
2020-02-20 15:00:00,40.89,2501.34,29.1,27.79,1.31,249.86,227.33
2020-02-20 16:00:00,87.76,4995.59,29.9,26.87,3.03,249.86,1051.23
2020-02-20 17:00:00,86.67,5167.82,26.73,30.26,3.53,249.86,1266.12
2020-02-20 18:00:00,85.53,5188.09,26.51,30.52,4.01,249.86,1444.17
2020-02-20 19:00:00,79.98,5072.26,29.91,27.35,2.56,249.86,901
2020-02-20 20:00:00,86.7,5064.59,30.01,26.96,3.05,249.86,1070.51
2020-02-20 21:00:00,88.03,5174.05,26.79,30.31,3.52,249.86,1263.84
2020-02-20 22:00:00,88.02,5196.38,26.48,30.51,4.04,249.86,1455.36
2020-02-20 23:00:00,88.02,5052.18,29.86,27.19,2.67,249.86,935.25
2020-02-21 00:00:00,61.87,4348.08,29.74,27,2.75,249.86,828.44
2020-02-21 01:00:00,-0.01,1.8,28.34,27.66,0.67,249.86,0.08
2020-02-21 02:00:00,-0.01,1.75,28.53,28.22,0.3,249.86,0.04
2020-02-21 03:00:00,-0.01,1.76,28.7,28.57,0.13,249.86,0.02
2020-02-21 04:00:00,-0.01,1.72,28.89,28.82,0.07,249.86,0.01
2020-02-21 05:00:00,-0.01,1.69,29.08,29.02,0.06,249.86,0.01
2020-02-21 06:00:00,-0.01,1.72,29.26,29.19,0.07,249.86,0.01
2020-02-21 07:00:00,49.84,4369.83,29.11,26.91,2.2,249.86,666.95
2020-02-21 08:00:00,60.13,5060.04,28.84,26.19,2.65,249.86,931.46
2020-02-21 09:00:00,60.23,5189.16,25.98,28.99,3.01,249.86,1082.82
2020-02-21 10:00:00,59.99,5207.63,25.75,29.14,3.38,249.86,1222.8
2020-02-21 11:00:00,69.42,5071.66,28.72,26.6,2.12,249.86,747.19
2020-02-21 12:00:00,78.13,5090.55,29.52,26.84,2.67,249.86,945.06
2020-02-21 13:00:00,0.09,531.89,27.76,27.86,0.11,249.86,3.94
2020-02-21 14:00:00,73.69,5186.67,26.27,29.68,3.41,249.86,1226.65
2020-02-21 15:00:00,75.05,5092.18,29.2,26.86,2.33,249.86,825.07
2020-02-21 16:00:00,76.61,5096.99,29.4,26.6,2.79,249.86,987.92
2020-02-21 17:00:00,71.6,4792.35,26.34,29.53,3.18,249.86,1058.24
2020-02-21 18:00:00,5.12,581.77,26.95,28.31,1.36,249.86,54.91
2020-02-21 19:00:00,88.07,5057.61,29.2,26.62,2.57,249.86,903.2
2020-02-21 20:00:00,89.61,5052.53,29.57,26.49,3.08,249.86,1079.24
2020-02-21 21:00:00,90.94,5083.63,26.28,29.92,3.64,249.86,1285.3
2020-02-21 22:00:00,90.71,5048.7,25.98,30.2,4.22,249.86,1480.19
2020-02-21 23:00:00,90.62,4940.28,29.5,26.66,2.84,249.86,974.38
2020-02-22 00:00:00,84.29,4977.93,29.76,26.43,3.33,249.86,1148.87
2020-02-22 01:00:00,0.26,460.32,27.65,27.84,0.18,249.86,5.79
2020-02-22 02:00:00,-0.01,1.74,28.13,28.26,0.13,249.86,0.02
2020-02-22 03:00:00,-0.01,1.73,28.44,28.59,0.15,249.86,0.02
2020-02-22 04:00:00,-0.01,1.77,28.72,28.84,0.12,249.86,0.01
2020-02-22 05:00:00,-0.01,1.77,28.98,29.05,0.07,249.86,0.01
2020-02-22 06:00:00,-0.01,1.76,29.2,29.21,0.01,249.86,0
2020-02-22 07:00:00,-0.01,135.73,29.18,28.98,0.2,249.86,1.84
2020-02-22 08:00:00,-0.01,3.47,28.43,27.56,0.86,249.86,0.21
2020-02-22 09:00:00,-0.01,1.7,28.49,28.04,0.46,249.86,0.05
2020-02-22 10:00:00,-0.01,1.69,28.63,28.47,0.16,249.86,0.02
2020-02-22 11:00:00,-0.01,1.65,28.79,28.71,0.08,249.86,0.01
2020-02-22 12:00:00,-0.01,1.65,28.94,28.89,0.05,249.86,0.01
2020-02-22 13:00:00,6.56,771.31,28.74,29.02,0.27,249.86,14.64
2020-02-22 14:00:00,81.5,5160.39,26.2,29.66,3.46,249.86,1238.31
2020-02-22 15:00:00,85.08,5044.78,29.31,26.79,2.51,249.86,880.43
2020-02-22 16:00:00,84.92,5054,29.68,26.62,3.06,249.86,1073.1
2020-02-22 17:00:00,85,5173.7,26.45,29.97,3.52,249.86,1264.17
2020-02-22 18:00:00,84.88,5177.05,26.2,30.22,4.02,249.86,1444.53
2020-02-22 19:00:00,87.29,5049.65,29.57,26.9,2.67,249.86,934.01
2020-02-22 20:00:00,89.83,5064.22,29.82,26.6,3.22,249.86,1131.34
2020-02-22 21:00:00,89.47,5168.94,26.41,30.06,3.65,249.86,1310.66
2020-02-22 22:00:00,89.43,5167.78,26.1,30.27,4.17,249.86,1496.1
2020-02-22 23:00:00,89.91,5031.06,29.56,26.78,2.78,249.86,972.15
2020-02-23 00:00:00,45.64,3970.78,29.04,26.43,2.61,249.86,719.26
2020-02-23 01:00:00,0,1.78,27.9,27.22,0.68,249.86,0.08
2020-02-23 02:00:00,-0.01,1.79,28.17,27.89,0.28,249.86,0.03
2020-02-23 03:00:00,-0.01,1.81,28.41,28.31,0.1,249.86,0.01
2020-02-23 04:00:00,-0.01,1.82,28.66,28.62,0.05,249.86,0.01
2020-02-23 05:00:00,-0.01,1.76,28.9,28.86,0.04,249.86,0
2020-02-23 06:00:00,-0.01,1.74,29.11,29.06,0.05,249.86,0.01
2020-02-23 07:00:00,-0.01,1.73,29.3,29.22,0.07,249.86,0.01
2020-02-23 08:00:00,-0.01,178.86,28.3,27.63,0.67,249.86,8.31
2020-02-23 09:00:00,-0.01,1.71,28.31,27.89,0.43,249.86,0.05
2020-02-23 10:00:00,-0.01,1.71,28.44,28.31,0.12,249.86,0.01
2020-02-23 11:00:00,-0.01,1.73,28.6,28.59,0.01,249.86,0
2020-02-23 12:00:00,-0.01,1.7,28.75,28.76,0.01,249.86,0
2020-02-23 13:00:00,17.27,1185.88,28.4,28.98,0.57,249.86,47.14
2020-02-23 14:00:00,88.89,5162.57,26.05,29.6,3.54,249.86,1269.98
2020-02-23 15:00:00,89.76,5047.95,29.27,26.72,2.55,249.86,895.03
2020-02-23 16:00:00,89.95,5063.68,29.58,26.47,3.11,249.86,1092.42
2020-02-23 17:00:00,90.01,5154.92,26.36,29.94,3.58,249.86,1281.05
2020-02-23 18:00:00,89.89,5160.7,26.17,30.25,4.09,249.86,1463.53
2020-02-23 19:00:00,89.71,5025.56,29.56,26.84,2.72,249.86,947.9
2020-02-23 20:00:00,90.05,5053.71,29.78,26.56,3.22,249.86,1127.85
2020-02-23 21:00:00,90.06,5140.1,26.39,30.02,3.63,249.86,1295.04
2020-02-23 22:00:00,89.82,5148.05,26.16,30.28,4.12,249.86,1473.8
2020-02-23 23:00:00,89.63,4985.22,29.63,26.89,2.74,249.86,949.25
2020-02-24 00:00:00,54.39,3504.56,29.23,26.78,2.45,249.86,596.08
2020-02-24 01:00:00,-0.01,1.82,28.25,27.54,0.71,249.86,0.09
2020-02-24 02:00:00,-0.01,1.78,28.42,28.12,0.29,249.86,0.04
2020-02-24 03:00:00,-0.01,1.8,28.61,28.48,0.13,249.86,0.02
2020-02-24 04:00:00,-0.01,1.77,28.83,28.75,0.07,249.86,0.01
2020-02-24 05:00:00,-0.01,1.74,29.03,28.97,0.06,249.86,0.01
2020-02-24 06:00:00,-0.01,1.71,29.21,29.15,0.07,249.86,0.01
2020-02-24 07:00:00,-0.01,149.2,29.39,29.24,0.15,249.86,1.6
2020-02-24 08:00:00,-0.01,8.49,28.37,27.63,0.74,249.86,0.44
2020-02-24 09:00:00,51.79,4688.29,26.53,29.26,2.73,249.86,888.8
2020-02-24 10:00:00,60.81,5223.71,26.24,29.79,3.55,249.86,1287.55
2020-02-24 11:00:00,70.37,5068.33,29.11,26.87,2.23,249.86,785.13
2020-02-24 12:00:00,70.93,5063.77,29.4,26.61,2.78,249.86,977.83
2020-02-24 13:00:00,0,104.09,27.59,27.25,0.34,249.86,2.46
2020-02-24 14:00:00,71.35,4886.38,26.33,29.41,3.08,249.86,1044.95
2020-02-24 15:00:00,90.58,5015.97,29.22,26.67,2.55,249.86,889.22
2020-02-24 16:00:00,90.19,5023.18,29.6,26.47,3.13,249.86,1092.2
2020-02-24 17:00:00,88.06,5138.89,26.33,29.93,3.6,249.86,1282.77
2020-02-24 18:00:00,1.53,592.18,26.9,28.45,1.56,249.86,63.95
2020-02-24 19:00:00,85.64,4948.52,29.43,26.66,2.76,249.86,949.09
2020-02-24 20:00:00,88.9,4969.89,29.86,26.64,3.22,249.86,1110.96
2020-02-24 21:00:00,89.02,5146.45,26.49,30.11,3.63,249.86,1294.84
2020-02-24 22:00:00,88.88,5170.31,26.19,30.34,4.15,249.86,1487.88
2020-02-24 23:00:00,88.85,4994.45,29.73,26.95,2.79,249.86,965.93
2020-02-25 00:00:00,44.67,2958.6,29.15,26.85,2.3,249.86,471.45
2020-02-25 01:00:00,-0.01,1.81,28.3,27.55,0.75,249.86,0.09
2020-02-25 02:00:00,-0.01,1.76,28.44,28.14,0.3,249.86,0.04
2020-02-25 03:00:00,-0.01,1.76,28.64,28.51,0.14,249.86,0.02
2020-02-25 04:00:00,-0.01,1.76,28.86,28.78,0.07,249.86,0.01
2020-02-25 05:00:00,-0.01,1.75,29.06,29,0.06,249.86,0.01
2020-02-25 06:00:00,-0.01,1.76,29.25,29.19,0.06,249.86,0.01
2020-02-25 07:00:00,54.05,3781.04,29.24,27.08,2.16,249.86,567.58
2020-02-25 08:00:00,-0.01,2.48,28.08,27.2,0.87,249.86,0.15
2020-02-25 09:00:00,48.93,4230.44,26.69,29.25,2.56,249.86,750.42
2020-02-25 10:00:00,61.44,5168.12,26.28,29.87,3.59,249.86,1288.88
2020-02-25 11:00:00,77.88,5055.09,29.15,26.91,2.24,249.86,784.5
2020-02-25 12:00:00,90.11,5041.25,29.53,26.59,2.94,249.86,1029.14
2020-02-25 13:00:00,13.43,1789.91,27.29,28.19,0.9,249.86,111.7
2020-02-25 14:00:00,85.49,5149.73,26.29,30.03,3.74,249.86,1337.26
2020-02-25 15:00:00,89.85,4994.05,29.64,26.98,2.67,249.86,924.95
2020-02-25 16:00:00,89.85,5022.99,29.97,26.74,3.24,249.86,1128.15
2020-02-25 17:00:00,87.4,5158.47,26.63,30.25,3.62,249.86,1295.02
2020-02-25 18:00:00,0,337.58,27.21,28.64,1.43,249.86,33.4
2020-02-25 19:00:00,69.58,3992.09,29.31,27.31,2,249.86,553.99
2020-02-25 20:00:00,90.09,4927.78,30.05,26.84,3.21,249.86,1097.62
2020-02-25 21:00:00,89.84,5127.32,26.66,30.25,3.6,249.86,1280.4
2020-02-25 22:00:00,89.51,5146.28,26.37,30.5,4.13,249.86,1474.48
2020-02-25 23:00:00,89.58,4988.46,29.82,27.06,2.77,249.86,957.35
2020-02-26 00:00:00,45.83,2958.69,29.26,26.98,2.28,249.86,467.75
2020-02-26 01:00:00,-0.01,1.75,28.46,27.73,0.73,249.86,0.09
2020-02-26 02:00:00,-0.01,1.68,28.62,28.31,0.3,249.86,0.04
2020-02-26 03:00:00,-0.01,1.74,28.81,28.68,0.14,249.86,0.02
2020-02-26 04:00:00,-0.01,1.75,29.03,28.95,0.08,249.86,0.01
2020-02-26 05:00:00,-0.01,1.73,29.23,29.17,0.06,249.86,0.01
2020-02-26 06:00:00,3.65,427.18,29.27,29.39,0.12,249.86,3.49
2020-02-26 07:00:00,87.7,4981.69,29.6,26.94,2.66,249.86,920.4
2020-02-26 08:00:00,-0.01,362.82,28.25,27.28,0.97,249.86,24.5
2020-02-26 09:00:00,56.15,4188.61,26.86,29.44,2.58,249.86,749.59
2020-02-26 10:00:00,70.31,5139.82,26.4,30.15,3.75,249.86,1337.17
2020-02-26 11:00:00,72.13,5014.49,29.41,27.03,2.39,249.86,830.55
2020-02-26 12:00:00,71.16,5020.63,29.65,26.84,2.82,249.86,981.56
2020-02-26 13:00:00,65.87,5139.6,26.62,29.83,3.21,249.86,1146.54
2020-02-26 14:00:00,73.82,5160.64,26.44,30.09,3.65,249.86,1307.71
2020-02-26 15:00:00,76.21,4977.92,29.6,27.18,2.42,249.86,835.97
2020-02-26 16:00:00,77.23,4994.5,29.86,26.94,2.92,249.86,1012.7
2020-02-26 17:00:00,74.98,5108.07,26.74,30.12,3.38,249.86,1198.3
2020-02-26 18:00:00,73.95,5137.53,26.46,30.25,3.78,249.86,1348.23
2020-02-26 19:00:00,78.83,4890.77,29.61,27.15,2.46,249.86,835.5
2020-02-26 20:00:00,74.93,4933.52,29.85,26.9,2.95,249.86,1008.79
2020-02-26 21:00:00,70.12,5097.78,26.74,30.04,3.29,249.86,1164.94
2020-02-26 22:00:00,68.96,5109.19,26.5,30.19,3.69,249.86,1307.22
2020-02-26 23:00:00,70.62,4911.74,29.47,27.14,2.33,249.86,793.39
2020-02-27 00:00:00,39.57,3236.67,29,26.98,2.02,249.86,453.91
2020-02-27 01:00:00,-0.01,1.77,28.32,27.74,0.57,249.86,0.07
2020-02-27 02:00:00,-0.01,1.75,28.52,28.32,0.2,249.86,0.02
2020-02-27 03:00:00,-0.01,1.72,28.74,28.68,0.06,249.86,0.01
2020-02-27 04:00:00,-0.01,1.7,28.96,28.94,0.01,249.86,0
2020-02-27 05:00:00,-0.01,1.74,29.15,29.15,0,249.86,0
2020-02-27 06:00:00,-0.01,1.7,29.34,29.35,0.01,249.86,0
2020-02-27 07:00:00,63.05,3983.56,29.28,27.16,2.12,249.86,585.81
2020-02-27 08:00:00,-0.01,2.7,28.18,27.42,0.76,249.86,0.14
2020-02-27 09:00:00,75.85,4720.22,26.54,29.58,3.03,249.86,994.28
2020-02-27 10:00:00,88.43,5041.37,26.33,30.27,3.93,249.86,1375.76
2020-02-27 11:00:00,88.56,4910.42,29.69,26.98,2.71,249.86,922.51
